order,family,scientific,en,zh-hans,zh-hant,ja
CHARADRIIFORMES,Scolopacidae,Lymnocryptes minimus,Jack Snipe,姬鹬,小鷸 〔小田鷸，姬鷸〕,コシギ
CHARADRIIFORMES,Scolopacidae,Scolopax minor,American Woodcock,小丘鹬,小丘鷸,アメリカヤマシギ
CHARADRIIFORMES,Scolopacidae,Scolopax rusticola,Eurasian Woodcock,丘鹬,山鷸〔丘鷸〕,ヤマシギ
CHARADRIIFORMES,Scolopacidae,Scolopax mira,Amami Woodcock,琉球丘鹬,琉球丘鷸,アマミヤマシギ
CHARADRIIFORMES,Scolopacidae,Scolopax bukidnonensis,Bukidnon Woodcock,菲律宾丘鹬,布基德南丘鷸,ブキドノンヤマシギ
CHARADRIIFORMES,Scolopacidae,Scolopax saturata,Javan Woodcock,棕丘鹬,東丘鷸〔爪哇丘鷸〕,ミナミヤマシギ
CHARADRIIFORMES,Scolopacidae,Scolopax rosenbergii,New Guinea Woodcock,新几内亚丘鹬,新幾內亞丘鷸,ニューギニアヤマシギ
CHARADRIIFORMES,Scolopacidae,Scolopax celebensis,Sulawesi Woodcock,苏拉丘鹬,蘇拉威西丘鷸,セレベスヤマシギ
CHARADRIIFORMES,Scolopacidae,Scolopax rochussenii,Moluccan Woodcock,摩鹿加丘鹬,摩鹿加丘鷸,オビヤマシギ
CHARADRIIFORMES,Scolopacidae,Coenocorypha barrierensis,North Island Snipe,北岛沙锥,北島鷸,ホクトウムジシギ
CHARADRIIFORMES,Scolopacidae,Coenocorypha iredalei,South Island Snipe,南岛沙锥,南島鷸,ナントウムジシギ
CHARADRIIFORMES,Scolopacidae,Coenocorypha pusilla,Chatham Snipe,查岛沙锥,查坦島鷸,チャタムジシギ
CHARADRIIFORMES,Scolopacidae,Coenocorypha huegeli,Snares Snipe,斯岛沙锥,斯納爾斯島鷸,スネアーズムジシギ
CHARADRIIFORMES,Scolopacidae,Coenocorypha aucklandica,Subantarctic Snipe,奥克兰沙锥,奧克蘭鷸,ムカシジシギ
CHARADRIIFORMES,Scolopacidae,Gallinago imperialis,Imperial Snipe,暗褐沙锥,大厚嘴沙錐,セジマタシギ
CHARADRIIFORMES,Scolopacidae,Gallinago jamesoni,Jameson's Snipe,安第斯沙锥,安地斯沙錐,アンデスタシギ
CHARADRIIFORMES,Scolopacidae,Gallinago stricklandii,Fuegian Snipe,火地岛沙锥,厚嘴沙錐,ハシブトタシギ
CHARADRIIFORMES,Scolopacidae,Gallinago solitaria,Solitary Snipe,孤沙锥,孤沙錐,アオシギ
CHARADRIIFORMES,Scolopacidae,Gallinago nemoricola,Wood Snipe,林沙锥,林沙錐,モリジシギ
CHARADRIIFORMES,Scolopacidae,Gallinago media,Great Snipe,斑腹沙锥,大沙錐,ヨーロッパジシギ
CHARADRIIFORMES,Scolopacidae,Gallinago megala,Swinhoe's Snipe,大沙锥,中地鷸〔中田鷸，大沙錐〕,チュウジシギ
CHARADRIIFORMES,Scolopacidae,Gallinago stenura,Pin-tailed Snipe,针尾沙锥,針尾鷸〔針尾沙錐〕,ハリオシギ
CHARADRIIFORMES,Scolopacidae,Gallinago hardwickii,Latham's Snipe,拉氏沙锥,大地鷸〔澳南沙錐，大田鷸〕,オオジシギ
CHARADRIIFORMES,Scolopacidae,Gallinago nigripennis,African Snipe,非洲沙锥,黑翅沙錐,アフリカジシギ
CHARADRIIFORMES,Scolopacidae,Gallinago gallinago,Common Snipe,扇尾沙锥,田鷸〔扇尾沙錐〕,タシギ
CHARADRIIFORMES,Scolopacidae,Gallinago delicata,Wilson's Snipe,美洲沙锥,威爾森氏沙錐,アメリカタシギ
CHARADRIIFORMES,Scolopacidae,Gallinago undulata,Giant Snipe,巨沙锥,巨沙錐,オニタシギ
CHARADRIIFORMES,Scolopacidae,Gallinago nobilis,Noble Snipe,长嘴沙锥,長嘴沙錐,ハシナガシギ
CHARADRIIFORMES,Scolopacidae,Gallinago andina,Puna Snipe,山沙锥,普納高原沙錐,プナタシギ
CHARADRIIFORMES,Scolopacidae,Gallinago macrodactyla,Madagascar Snipe,马岛沙锥,馬達加斯加沙錐,マダガスカルジシギ
CHARADRIIFORMES,Scolopacidae,Gallinago paraguaiae,Pantanal Snipe,南美沙锥,南美沙錐,パラグアイタシギ
CHARADRIIFORMES,Scolopacidae,Gallinago magellanica,Magellanic Snipe,麦哲伦沙锥,,マゼランタシギ
CHARADRIIFORMES,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,细嘴瓣蹼鹬,赤斑瓣蹼鷸,アメリカヒレアシシギ
CHARADRIIFORMES,Scolopacidae,Phalaropus fulicarius,Red Phalarope,灰瓣蹼鹬,灰瓣足鷸,ハイイロヒレアシシギ
CHARADRIIFORMES,Scolopacidae,Phalaropus lobatus,Red-necked Phalarope,红颈瓣蹼鹬,紅領瓣足鷸,アカエリヒレアシシギ
CHARADRIIFORMES,Scolopacidae,Xenus cinereus,Terek Sandpiper,翘嘴鹬,反嘴鷸〔翹嘴鷸〕,ソリハシシギ
CHARADRIIFORMES,Scolopacidae,Actitis hypoleucos,Common Sandpiper,矶鹬,磯鷸〔礬鷸〕,イソシギ
CHARADRIIFORMES,Scolopacidae,Actitis macularius,Spotted Sandpiper,斑腹矶鹬,斑鷸,アメリカイソシギ
CHARADRIIFORMES,Scolopacidae,Tringa ochropus,Green Sandpiper,白腰草鹬,白腰草鷸,クサシギ
CHARADRIIFORMES,Scolopacidae,Tringa solitaria,Solitary Sandpiper,褐腰草鹬,孤鷸,コシグロクサシギ
CHARADRIIFORMES,Scolopacidae,Tringa brevipes,Grey-tailed Tattler,灰尾漂鹬,黃足鷸〔灰尾鷸〕,キアシシギ
CHARADRIIFORMES,Scolopacidae,Tringa incana,Wandering Tattler,漂鹬,美洲黃足鷸〔灰鷸〕,メリケンキアシシギ
CHARADRIIFORMES,Scolopacidae,Tringa stagnatilis,Marsh Sandpiper,泽鹬,小青足鷸〔澤鷸〕,コアオアシシギ
CHARADRIIFORMES,Scolopacidae,Tringa glareola,Wood Sandpiper,林鹬,鷹斑鷸〔林鷸〕,タカブシギ
CHARADRIIFORMES,Scolopacidae,Tringa totanus,Common Redshank,红脚鹬,赤足鷸〔紅腳鷸〕,アカアシシギ
CHARADRIIFORMES,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,小黄脚鹬,小黃腳鷸,コキアシシギ
CHARADRIIFORMES,Scolopacidae,Tringa guttifer,Nordmann's Greenshank,小青脚鹬,諾氏鷸〔小青腳鷸〕,カラフトアオアシシギ
CHARADRIIFORMES,Scolopacidae,Tringa semipalmata,Willet,斑翅鹬,半蹼白翅鷸,ハジロオオシギ
CHARADRIIFORMES,Scolopacidae,Tringa erythropus,Spotted Redshank,鹤鹬,鶴鷸,ツルシギ
CHARADRIIFORMES,Scolopacidae,Tringa nebularia,Common Greenshank,青脚鹬,青足鷸〔青腳鷸〕,アオアシシギ
CHARADRIIFORMES,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,大黄脚鹬,大黃腳鷸,オオキアシシギ
CHARADRIIFORMES,Scolopacidae,Prosobonia cancellata,Kiritimati Sandpiper,圣诞岛鹬,吉利替馬替鷸,クリスマスシギ
CHARADRIIFORMES,Scolopacidae,Prosobonia leucoptera,Tahiti Sandpiper,大溪地矶鹬,大溪地鷸1777滅絕,タヒチシギ
CHARADRIIFORMES,Scolopacidae,Prosobonia ellisi,Moorea Sandpiper,莫岛矶鹬,木雷亞島鷸,モーレアシギ
CHARADRIIFORMES,Scolopacidae,Prosobonia parvirostris,Tuamotu Sandpiper,土岛鹬,土木土鷸,ツアモツシギ
CHARADRIIFORMES,Scolopacidae,Arenaria interpres,Ruddy Turnstone,翻石鹬,翻石鷸,キョウジョシギ
CHARADRIIFORMES,Scolopacidae,Arenaria melanocephala,Black Turnstone,黑翻石鹬,黑翻石鷸,クロキョウジョシギ
CHARADRIIFORMES,Scolopacidae,Calidris tenuirostris,Great Knot,大滨鹬,大濱鷸〔姥鷸〕,オバシギ
CHARADRIIFORMES,Scolopacidae,Calidris canutus,Red Knot,红腹滨鹬,紅腹濱鷸〔漂鷸〕,コオバシギ
CHARADRIIFORMES,Scolopacidae,Calidris virgata,Surfbird,短嘴鹬,濱浪鷸,アライソシギ
CHARADRIIFORMES,Scolopacidae,Calidris pugnax,Ruff,流苏鹬,流蘇鷸,エリマキシギ
CHARADRIIFORMES,Scolopacidae,Calidris falcinellus,Broad-billed Sandpiper,阔嘴鹬,寬嘴鷸〔闊嘴鷸〕,キリアイ
CHARADRIIFORMES,Scolopacidae,Calidris acuminata,Sharp-tailed Sandpiper,尖尾滨鹬,尖尾濱鷸,ウズラシギ
CHARADRIIFORMES,Scolopacidae,Calidris himantopus,Stilt Sandpiper,高跷鹬,高蹺濱鷸,アシナガシギ
CHARADRIIFORMES,Scolopacidae,Calidris ferruginea,Curlew Sandpiper,弯嘴滨鹬,彎嘴濱鷸〔滸鷸〕,サルハマシギ
CHARADRIIFORMES,Scolopacidae,Calidris temminckii,Temminck's Stint,青脚滨鹬,丹氏濱鷸,オジロトウネン
CHARADRIIFORMES,Scolopacidae,Calidris subminuta,Long-toed Stint,长趾滨鹬,長趾濱鷸,ヒバリシギ
CHARADRIIFORMES,Scolopacidae,Calidris ruficollis,Red-necked Stint,红颈滨鹬,紅胸濱鷸〔穉鷸、紅頸濱鷸〕,トウネン
CHARADRIIFORMES,Scolopacidae,Calidris pygmaea,Spoon-billed Sandpiper,勺嘴鹬,琵嘴鷸〔杓嘴鷸〕,ヘラシギ
CHARADRIIFORMES,Scolopacidae,Calidris subruficollis,Buff-breasted Sandpiper,黄胸滨鹬,黃胸鷸,コモンシギ
CHARADRIIFORMES,Scolopacidae,Calidris alba,Sanderling,三趾滨鹬,三趾濱鷸,ミユビシギ
CHARADRIIFORMES,Scolopacidae,Calidris alpina,Dunlin,黑腹滨鹬,黑腹濱鷸,ハマシギ
CHARADRIIFORMES,Scolopacidae,Calidris maritima,Purple Sandpiper,紫滨鹬,紫濱鷸,ムラサキハマシギ
CHARADRIIFORMES,Scolopacidae,Calidris ptilocnemis,Rock Sandpiper,岩滨鹬,岩濱鷸,チシマシギ
CHARADRIIFORMES,Scolopacidae,Calidris bairdii,Baird's Sandpiper,黑腰滨鹬,黑腰濱鷸,ヒメウズラシギ
CHARADRIIFORMES,Scolopacidae,Calidris minuta,Little Stint,小滨鹬,小濱鷸,ヨーロッパトウネン
CHARADRIIFORMES,Scolopacidae,Calidris minutilla,Least Sandpiper,美洲小滨鹬,姬濱鷸,アメリカヒバリシギ
CHARADRIIFORMES,Scolopacidae,Calidris fuscicollis,White-rumped Sandpiper,白腰滨鹬,白腰濱鷸,コシジロウズラシギ
CHARADRIIFORMES,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,斑胸滨鹬,美洲尖尾濱鷸〔斑胸濱鷸〕,アメリカウズラシギ
CHARADRIIFORMES,Scolopacidae,Calidris mauri,Western Sandpiper,西方滨鹬,西濱鷸,ヒメハマシギ
CHARADRIIFORMES,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper,半蹼滨鹬,半蹼濱鷸,ヒレアシトウネン
CHARADRIIFORMES,Dromadidae,Dromas ardeola,Crab-plover,蟹鸻,蟹鴴,カニチドリ
CHARADRIIFORMES,Glareolidae,Rhinoptilus africanus,Double-banded Courser,双领斑走鸻,雙紋走鴴,フタオビスナバシリ
CHARADRIIFORMES,Glareolidae,Rhinoptilus chalcopterus,Bronze-winged Courser,铜翅走鸻,銅翅走鴴,スミレスナバシリ
CHARADRIIFORMES,Glareolidae,Rhinoptilus cinctus,Three-banded Courser,栗颈走鸻,三紋走鴴,ウロコクビワスナバシリ
CHARADRIIFORMES,Glareolidae,Rhinoptilus bitorquatus,Jerdon's Courser,约氏走鸻,雙領走鴴,クビワスナバシリ
CHARADRIIFORMES,Glareolidae,Cursorius coromandelicus,Indian Courser,印度走鸻,印度走鴴,インドスナバシリ
CHARADRIIFORMES,Glareolidae,Cursorius temminckii,Temminck's Courser,黑腹走鸻,黑腹走鴴,アフリカスナバシリ
CHARADRIIFORMES,Glareolidae,Cursorius rufus,Burchell's Courser,布氏走鸻,布歇爾氏走鴴,ミナミスナバシリ
CHARADRIIFORMES,Glareolidae,Cursorius cursor,Cream-colored Courser,沙色走鸻,乳白色走鴴,スナバシリ
CHARADRIIFORMES,Glareolidae,Cursorius somalensis,Somali Courser,索马里走鸻,索馬利亞走鴴,ソマリアスナバシリ
CHARADRIIFORMES,Glareolidae,Stiltia isabella,Australian Pratincole,澳洲燕鸻,澳洲燕鴴,アシナガツバメチドリ
CHARADRIIFORMES,Glareolidae,Glareola nuchalis,Rock Pratincole,乌燕鸻,白頸燕鴴,エリジロツバメチドリ
CHARADRIIFORMES,Glareolidae,Glareola cinerea,Grey Pratincole,黄颈灰燕鸻,白翅燕鴴,ハイイロツバメチドリ
CHARADRIIFORMES,Glareolidae,Glareola lactea,Small Pratincole,灰燕鸻,灰燕鴴,ヒメツバメチドリ
CHARADRIIFORMES,Glareolidae,Glareola maldivarum,Oriental Pratincole,普通燕鸻,燕鴴〔東方燕鴴〕,ツバメチドリ
CHARADRIIFORMES,Glareolidae,Glareola nordmanni,Black-winged Pratincole,黑翅燕鸻,黑翅燕鴴,ハグロツバメチドリ
CHARADRIIFORMES,Glareolidae,Glareola pratincola,Collared Pratincole,领燕鸻,領燕鴴,ニシツバメチドリ
CHARADRIIFORMES,Glareolidae,Glareola ocularis,Madagascar Pratincole,马岛燕鸻,馬達加斯加燕鴴,チャバラツバメチドリ
CHARADRIIFORMES,Laridae,Rynchops flavirostris,African Skimmer,非洲剪嘴鸥,非洲剪嘴鷗,アフリカハサミアジサシ
CHARADRIIFORMES,Laridae,Rynchops albicollis,Indian Skimmer,剪嘴鸥,剪嘴鷗,シロエリハサミアジサシ
CHARADRIIFORMES,Laridae,Rynchops niger,Black Skimmer,黑剪嘴鸥,黑剪嘴鷗,クロハサミアジサシ
CHARADRIIFORMES,Laridae,Gygis alba,White Tern,白燕鸥,白燕鷗,シロアジサシ
CHARADRIIFORMES,Laridae,Anous stolidus,Brown Noddy,白顶玄燕鸥,玄燕鷗〔白頂玄燕鷗，白頂黑燕鷗〕,クロアジサシ
CHARADRIIFORMES,Laridae,Anous tenuirostris,Lesser Noddy,小玄燕鸥,小黑燕鷗,インドヒメクロアジサシ
CHARADRIIFORMES,Laridae,Anous minutus,Black Noddy,玄燕鸥,黑玄燕鷗〔黑燕鷗〕,ヒメクロアジサシ
CHARADRIIFORMES,Laridae,Anous albivitta,Grey Noddy,灰燕鸥,灰燕鷗,
CHARADRIIFORMES,Laridae,Anous ceruleus,Blue Noddy,蓝灰燕鸥,藍灰燕鷗,ハイイロアジサシ
CHARADRIIFORMES,Laridae,Onychoprion aleuticus,Aleutian Tern,白腰燕鸥,白腰燕鷗,コシジロアジサシ
CHARADRIIFORMES,Laridae,Onychoprion fuscatus,Sooty Tern,乌燕鸥,烏領燕鷗,セグロアジサシ
CHARADRIIFORMES,Laridae,Onychoprion anaethetus,Bridled Tern,褐翅燕鸥,白眉燕鷗,マミジロアジサシ
CHARADRIIFORMES,Laridae,Onychoprion lunatus,Spectacled Tern,灰背燕鸥,灰背燕鷗,ナンヨウマミジロアジサシ
CHARADRIIFORMES,Laridae,Sternula albifrons,Little Tern,白额燕鸥,小燕鷗,コアジサシ
CHARADRIIFORMES,Laridae,Sternula saundersi,Saunders's Tern,桑氏白额燕鸥,桑德氏小燕鷗,アラビアコアジサシ
CHARADRIIFORMES,Laridae,Sternula antillarum,Least Tern,小白额燕鸥,白額燕鷗,アメリカコアジサシ
CHARADRIIFORMES,Laridae,Sternula superciliaris,Yellow-billed Tern,南美白额燕鸥,黃嘴燕鷗,アマゾンアジサシ
CHARADRIIFORMES,Laridae,Sternula lorata,Peruvian Tern,秘鲁燕鸥,秘魯燕鷗,ペルーアジサシ
CHARADRIIFORMES,Laridae,Sternula nereis,Fairy Tern,眼斑燕鸥,眼斑白額燕鷗,ヒメアジサシ
CHARADRIIFORMES,Laridae,Sternula balaenarum,Damara Tern,西非燕鸥,達馬拉燕鷗,マダラアジサシ
CHARADRIIFORMES,Laridae,Phaetusa simplex,Large-billed Tern,巨嘴燕鸥,巨嘴鷗,オオハシアジサシ
CHARADRIIFORMES,Laridae,Gelochelidon nilotica,Gull-billed Tern,鸥嘴噪鸥,鷗嘴燕鷗,ハシブトアジサシ
CHARADRIIFORMES,Laridae,Gelochelidon macrotarsa,Australian Tern,澳洲鸥嘴噪鸥,,
CHARADRIIFORMES,Laridae,Hydroprogne caspia,Caspian Tern,红嘴巨燕鸥,裡海燕鷗〔紅嘴巨鷗〕,オニアジサシ
CHARADRIIFORMES,Laridae,Larosterna inca,Inca Tern,印加燕鸥,印加燕鷗,インカアジサシ
CHARADRIIFORMES,Laridae,Chlidonias hybrida,Whiskered Tern,须浮鸥,黑腹燕鷗〔鬚浮鷗〕,クロハラアジサシ
CHARADRIIFORMES,Laridae,Chlidonias albostriatus,Black-fronted Tern,黑额燕鸥,黑額燕鷗,クロビタイアジサシ
CHARADRIIFORMES,Laridae,Chlidonias niger,Black Tern,黑浮鸥,黑浮鷗,ハシグロクロハラアジサシ
CHARADRIIFORMES,Laridae,Chlidonias leucopterus,White-winged Tern,白翅浮鸥,白翅黑燕鷗〔白翅浮鷗〕,ハジロクロハラアジサシ
CHARADRIIFORMES,Laridae,Sterna aurantia,River Tern,黄嘴河燕鸥,黃嘴河燕鷗,カワアジサシ
CHARADRIIFORMES,Laridae,Sterna forsteri,Forster's Tern,弗氏燕鸥,加拿大燕鷗,メリケンアジサシ
CHARADRIIFORMES,Laridae,Sterna trudeaui,Snowy-crowned Tern,白顶燕鸥,白頂燕鷗,シロガシラアジサシ
CHARADRIIFORMES,Laridae,Sterna paradisaea,Arctic Tern,北极燕鸥,北極燕鷗,キョクアジサシ
CHARADRIIFORMES,Laridae,Sterna hirundinacea,South American Tern,南美燕鸥,南美燕鷗,ナンベイアジサシ
CHARADRIIFORMES,Laridae,Sterna vittata,Antarctic Tern,南极燕鸥,南極燕鷗,ナンキョクアジサシ
CHARADRIIFORMES,Laridae,Sterna virgata,Kerguelen Tern,克岛燕鸥,克格連燕鷗,ケルゲレンアジサシ
CHARADRIIFORMES,Laridae,Sterna hirundo,Common Tern,普通燕鸥,普通燕鷗,アジサシ
CHARADRIIFORMES,Laridae,Sterna repressa,White-cheeked Tern,白颊燕鸥,白頰燕鷗,アラビアアジサシ
CHARADRIIFORMES,Laridae,Sterna sumatrana,Black-naped Tern,黑枕燕鸥,蒼燕鷗〔黑枕燕鷗〕,エリグロアジサシ
CHARADRIIFORMES,Laridae,Sterna dougallii,Roseate Tern,粉红燕鸥,紅燕鷗〔粉紅燕鷗〕,ベニアジサシ
CHARADRIIFORMES,Laridae,Sterna striata,White-fronted Tern,澳洲燕鸥,白臉燕鷗,シロビタイアジサシ
CHARADRIIFORMES,Laridae,Sterna acuticauda,Black-bellied Tern,黑腹燕鸥,黑腹燕鷗,インドアジサシ
CHARADRIIFORMES,Laridae,Thalasseus sandvicensis,Sandwich Tern,白嘴端凤头燕鸥,白嘴端鳳頭燕鷗,サンドイッチアジサシ
CHARADRIIFORMES,Laridae,Thalasseus acuflavidus,Cabot's Tern,卡氏凤头燕鸥,美洲白嘴端鳳頭燕鷗,
CHARADRIIFORMES,Laridae,Thalasseus elegans,Elegant Tern,美洲凤头燕鸥,麗色鳳頭燕鷗,ユウガアジサシ
CHARADRIIFORMES,Laridae,Thalasseus bengalensis,Lesser Crested Tern,小凤头燕鸥,小鳳頭燕鷗,ベンガルアジサシ
CHARADRIIFORMES,Laridae,Thalasseus albididorsalis,West African Crested Tern,西非凤头燕鸥,,アフリカオオアジサシ
CHARADRIIFORMES,Laridae,Thalasseus maximus,Royal Tern,橙嘴凤头燕鸥,皇家鳳頭燕鷗,アメリカオオアジサシ
CHARADRIIFORMES,Laridae,Thalasseus bergii,Greater Crested Tern,大凤头燕鸥,大鳳頭燕鷗,オオアジサシ
CHARADRIIFORMES,Laridae,Thalasseus bernsteini,Chinese Crested Tern,中华凤头燕鸥,黑嘴端鳳頭燕鷗,ヒガシシナアジサシ
CHARADRIIFORMES,Laridae,Creagrus furcatus,Swallow-tailed Gull,燕尾鸥,燕尾鷗,アカメカモメ
CHARADRIIFORMES,Laridae,Hydrocoloeus minutus,Little Gull,小鸥,小鷗,ヒメカモメ
CHARADRIIFORMES,Laridae,Rhodostethia rosea,Ross's Gull,楔尾鸥,楔尾鷗,ヒメクビワカモメ
CHARADRIIFORMES,Laridae,Rissa tridactyla,Black-legged Kittiwake,三趾鸥,三趾鷗,ミツユビカモメ
CHARADRIIFORMES,Laridae,Rissa brevirostris,Red-legged Kittiwake,红腿三趾鸥,紅腳三趾鷗,アカアシミツユビカモメ
CHARADRIIFORMES,Laridae,Pagophila eburnea,Ivory Gull,白鸥,象牙鷗,ゾウゲカモメ
CHARADRIIFORMES,Laridae,Xema sabini,Sabine's Gull,叉尾鸥,叉尾鷗,クビワカモメ
CHARADRIIFORMES,Laridae,Saundersilarus saundersi,Saunders's Gull,黑嘴鸥,黑嘴鷗,ズグロカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus genei,Slender-billed Gull,细嘴鸥,細嘴鷗,ハシボソカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus philadelphia,Bonaparte's Gull,伯氏鸥,小黑頭鷗,ボナパルトカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus novaehollandiae,Silver Gull,澳洲红嘴鸥,紅嘴銀鷗,ギンカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus bulleri,Black-billed Gull,新西兰黑嘴鸥,紐西蘭黑嘴鷗,ハシグロカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus serranus,Andean Gull,安第斯鸥,安地斯鷗,アンデスカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus maculipennis,Brown-hooded Gull,褐头鸥,褐頭鷗,ミナミユリカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus ridibundus,Black-headed Gull,红嘴鸥,紅嘴鷗〔黑頭鷗〕,ユリカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus brunnicephalus,Brown-headed Gull,棕头鸥,棕頭鷗,チャガシラカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus cirrocephalus,Grey-headed Gull,灰头鸥,灰頭鷗,ズアオカモメ
CHARADRIIFORMES,Laridae,Chroicocephalus hartlaubii,Hartlaub's Gull,哈氏鸥,王鷗,アフリカギンカモメ
CHARADRIIFORMES,Laridae,Leucophaeus modestus,Grey Gull,灰鸥,灰鷗,ハイイロカモメ
CHARADRIIFORMES,Laridae,Leucophaeus scoresbii,Dolphin Gull,豚鸥,豚鷗,マゼランカモメ
CHARADRIIFORMES,Laridae,Leucophaeus atricilla,Laughing Gull,笑鸥,笑鷗,ワライカモメ
CHARADRIIFORMES,Laridae,Leucophaeus pipixcan,Franklin's Gull,弗氏鸥,弗氏鷗,アメリカズグロカモメ
CHARADRIIFORMES,Laridae,Leucophaeus fuliginosus,Lava Gull,岩鸥,岩鷗,イワカモメ
CHARADRIIFORMES,Laridae,Ichthyaetus ichthyaetus,Pallas's Gull,渔鸥,漁鷗,オオズグロカモメ
CHARADRIIFORMES,Laridae,Ichthyaetus relictus,Relict Gull,遗鸥,遺鷗,ゴビズキンカモメ
CHARADRIIFORMES,Laridae,Ichthyaetus audouinii,Audouin's Gull,奥氏鸥,地中海鷗,アカハシカモメ
CHARADRIIFORMES,Laridae,Ichthyaetus melanocephalus,Mediterranean Gull,地中海鸥,黑頭鷗,ニシズグロカモメ
CHARADRIIFORMES,Laridae,Ichthyaetus hemprichii,Sooty Gull,白领鸥,煙黑鷗,ススケカモメ
CHARADRIIFORMES,Laridae,Ichthyaetus leucophthalmus,White-eyed Gull,白眼鸥,白眼鷗,メジロカモメ
CHARADRIIFORMES,Laridae,Larus pacificus,Pacific Gull,太平洋鸥,太平洋鷗,ハシブトカモメ
CHARADRIIFORMES,Laridae,Larus belcheri,Belcher's Gull,斑尾鸥,斑尾鷗,ペルーカモメ
CHARADRIIFORMES,Laridae,Larus crassirostris,Black-tailed Gull,黑尾鸥,黑尾鷗,ウミネコ
CHARADRIIFORMES,Laridae,Larus atlanticus,Olrog's Gull,大西洋鸥,歐拉哥氏鷗,アルゼンチンカモメ
CHARADRIIFORMES,Laridae,Larus heermanni,Heermann's Gull,红嘴灰鸥,希曼氏鷗,オグロカモメ
CHARADRIIFORMES,Laridae,Larus canus,Common Gull,普通海鸥,海鷗,カモメ
CHARADRIIFORMES,Laridae,Larus brachyrhynchus,Short-billed Gull,美洲海鸥,,コカモメ
CHARADRIIFORMES,Laridae,Larus delawarensis,Ring-billed Gull,环嘴鸥,環嘴鷗,オビハシカモメ
CHARADRIIFORMES,Laridae,Larus livens,Yellow-footed Gull,黄脚鸥,黃腳鷗,キアシオオセグロカモメ
CHARADRIIFORMES,Laridae,Larus occidentalis,Western Gull,西美鸥,西方鷗,アメリカオオセグロカモメ
CHARADRIIFORMES,Laridae,Larus cachinnans,Caspian Gull,里海银鸥,裡海銀鷗〔黃腳銀鷗，蒙古銀鷗〕,カスピセグロカモメ
CHARADRIIFORMES,Laridae,Larus dominicanus,Kelp Gull,黑背鸥,黑背鷗,ミナミオオセグロカモメ
